Tweet,Sentimen,Emosi,clean,tokens,filtered,stemmed,final_text
"Antisipasi Penyebaran Covid-19, Ini Arahan Gubernur Jatim ",1.0,2,antisipasi penyebaran covid ini arahan gubernur jatim ,"['antisipasi', 'penyebaran', 'covid', 'ini', 'arahan', 'gubernur', 'jatim']","['antisipasi', 'penyebaran', 'covid', 'arahan', 'gubernur', 'jatim']","['antisipasi', 'sebar', 'covid', 'arah', 'gubernur', 'jatim']",antisipasi sebar covid arah gubernur jatim
"RM0 Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935",1.0,-2,rm talian sokongan emosi dan psikososial covid beroperasi setiap hari  pagi   petang hubungi   atau ,"['rm', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'covid', 'beroperasi', 'setiap', 'hari', 'pagi', 'petang', 'hubungi', 'atau']","['rm', 'talian', 'sokongan', 'emosi', 'psikososial', 'covid', 'beroperasi', 'pagi', 'petang', 'hubungi']","['rm', 'tali', 'sokong', 'emosi', 'psikososial', 'covid', 'operasi', 'pagi', 'petang', 'hubung']",rm tali sokong emosi psikososial covid operasi pagi petang hubung
"Tgk betapa mudahnya droplet Covid-19 untuk merebak dalam kawasan tertutup. Peraturan mudah musim Covid-19 . 1kalau sakit, batuk jangan mengada2 nak keluar tempat org ramai. 2Elakkan dari menyentuh muka semasa berada di luar 3. Pakai mask semasa diluar dan cuci tangan",1.0,1,tgk betapa mudahnya droplet covid untuk merebak dalam kawasan tertutup peraturan mudah musim covid  kalau sakit batuk jangan mengada nak keluar tempat org ramai elakkan dari menyentuh muka semasa berada di luar  pakai mask semasa diluar dan cuci tangan,"['tgk', 'betapa', 'mudahnya', 'droplet', 'covid', 'untuk', 'merebak', 'dalam', 'kawasan', 'tertutup', 'peraturan', 'mudah', 'musim', 'covid', 'kalau', 'sakit', 'batuk', 'jangan', 'mengada', 'nak', 'keluar', 'tempat', 'org', 'ramai', 'elakkan', 'dari', 'menyentuh', 'muka', 'semasa', 'berada', 'di', 'luar', 'pakai', 'mask', 'semasa', 'diluar', 'dan', 'cuci', 'tangan']","['tgk', 'betapa', 'mudahnya', 'droplet', 'covid', 'merebak', 'kawasan', 'tertutup', 'peraturan', 'mudah', 'musim', 'covid', 'sakit', 'batuk', 'mengada', 'nak', 'org', 'ramai', 'elakkan', 'menyentuh', 'muka', 'pakai', 'mask', 'diluar', 'cuci', 'tangan']","['tgk', 'betapa', 'mudah', 'droplet', 'covid', 'rebak', 'kawasan', 'tutup', 'atur', 'mudah', 'musim', 'covid', 'sakit', 'batuk', 'ada', 'nak', 'org', 'ramai', 'elak', 'sentuh', 'muka', 'pakai', 'mask', 'luar', 'cuci', 'tangan']",tgk betapa mudah droplet covid rebak kawasan tutup atur mudah musim covid sakit batuk ada nak org ramai elak sentuh muka pakai mask luar cuci tangan
"Achmad Yurianto: ""Tetap menjaga jarak pada saat kontak sosial, hindari kerumunan, hindari pertemuan-pertemuan yang menghadirkan banyak orang, ini penting untuk mencegah penularan Covid-19"" ",1.0,1,achmad yurianto tetap menjaga jarak pada saat kontak sosial hindari kerumunan hindari pertemuanpertemuan yang menghadirkan banyak orang ini penting untuk mencegah penularan covid ,"['achmad', 'yurianto', 'tetap', 'menjaga', 'jarak', 'pada', 'saat', 'kontak', 'sosial', 'hindari', 'kerumunan', 'hindari', 'pertemuanpertemuan', 'yang', 'menghadirkan', 'banyak', 'orang', 'ini', 'penting', 'untuk', 'mencegah', 'penularan', 'covid']","['achmad', 'yurianto', 'menjaga', 'jarak', 'kontak', 'sosial', 'hindari', 'kerumunan', 'hindari', 'pertemuanpertemuan', 'menghadirkan', 'orang', 'mencegah', 'penularan', 'covid']","['achmad', 'yurianto', 'jaga', 'jarak', 'kontak', 'sosial', 'hindar', 'kerumun', 'hindar', 'pertemuanpertemuan', 'hadir', 'orang', 'cegah', 'tular', 'covid']",achmad yurianto jaga jarak kontak sosial hindar kerumun hindar pertemuanpertemuan hadir orang cegah tular covid
Sepertinya Anak Krakatau mengalami gejala covid-19,-1.0,1,sepertinya anak krakatau mengalami gejala covid,"['sepertinya', 'anak', 'krakatau', 'mengalami', 'gejala', 'covid']","['anak', 'krakatau', 'mengalami', 'gejala', 'covid']","['anak', 'krakatau', 'alami', 'gejala', 'covid']",anak krakatau alami gejala covid
Kaya covid-19 aja yg lagi terkenal,-1.0,1,kaya covid aja yg lagi terkenal,"['kaya', 'covid', 'aja', 'yg', 'lagi', 'terkenal']","['kaya', 'covid', 'aja', 'yg', 'terkenal']","['kaya', 'covid', 'aja', 'yg', 'kenal']",kaya covid aja yg kenal
Cegah Covid-19 dengan tetap Di Rumah Ajah,1.0,1,cegah covid dengan tetap di rumah ajah,"['cegah', 'covid', 'dengan', 'tetap', 'di', 'rumah', 'ajah']","['cegah', 'covid', 'rumah', 'ajah']","['cegah', 'covid', 'rumah', 'ajah']",cegah covid rumah ajah
"Mantaaap Polda Jateng proses tiga pelaku penolak pemakaman jenazah COVID-19 Sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut,",1.0,1,mantaaap polda jateng proses tiga pelaku penolak pemakaman jenazah covid sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut,"['mantaaap', 'polda', 'jateng', 'proses', 'tiga', 'pelaku', 'penolak', 'pemakaman', 'jenazah', 'covid', 'sudah', 'kami', 'amankan', 'tiga', 'orang', 'yang', 'diduga', 'memprovokasi', 'warga', 'untuk', 'menolak', 'pemakaman', 'jenazah', 'tersebut']","['mantaaap', 'polda', 'jateng', 'proses', 'pelaku', 'penolak', 'pemakaman', 'jenazah', 'covid', 'amankan', 'orang', 'diduga', 'memprovokasi', 'warga', 'menolak', 'pemakaman', 'jenazah']","['mantaaap', 'polda', 'jateng', 'proses', 'laku', 'tolak', 'makam', 'jenazah', 'covid', 'aman', 'orang', 'duga', 'provokasi', 'warga', 'tolak', 'makam', 'jenazah']",mantaaap polda jateng proses laku tolak makam jenazah covid aman orang duga provokasi warga tolak makam jenazah
Apa hubungan covid 19 dgn pandemi2 lainnya? Apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid 19? Apa hikmah covid 19 yg bisa diambil utk masa mendatang?,0.0,-1,apa hubungan covid  dgn pandemi lainnya apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid  apa hikmah covid  yg bisa diambil utk masa mendatang,"['apa', 'hubungan', 'covid', 'dgn', 'pandemi', 'lainnya', 'apa', 'yang', 'dapat', 'disimpulkan', 'dari', 'peristiwa', 'pandemi', 'yg', 'pernah', 'terjadi', 'di', 'dunia', 'termasuk', 'covid', 'apa', 'hikmah', 'covid', 'yg', 'bisa', 'diambil', 'utk', 'masa', 'mendatang']","['hubungan', 'covid', 'dgn', 'pandemi', 'disimpulkan', 'peristiwa', 'pandemi', 'yg', 'dunia', 'covid', 'hikmah', 'covid', 'yg', 'diambil', 'utk']","['hubung', 'covid', 'dgn', 'pandemi', 'simpul', 'peristiwa', 'pandemi', 'yg', 'dunia', 'covid', 'hikmah', 'covid', 'yg', 'ambil', 'utk']",hubung covid dgn pandemi simpul peristiwa pandemi yg dunia covid hikmah covid yg ambil utk
Sumbang barangan keperluan serta risalah COVID-19,1.0,2,sumbang barangan keperluan serta risalah covid,"['sumbang', 'barangan', 'keperluan', 'serta', 'risalah', 'covid']","['sumbang', 'barangan', 'keperluan', 'risalah', 'covid']","['sumbang', 'barangan', 'perlu', 'risalah', 'covid']",sumbang barangan perlu risalah covid
Sehat-sehat mas. Semoga covid ini lekas usai agar ekonomi pulih kembali,1.0,2,sehatsehat mas semoga covid ini lekas usai agar ekonomi pulih kembali,"['sehatsehat', 'mas', 'semoga', 'covid', 'ini', 'lekas', 'usai', 'agar', 'ekonomi', 'pulih', 'kembali']","['sehatsehat', 'mas', 'semoga', 'covid', 'lekas', 'ekonomi', 'pulih']","['sehatsehat', 'mas', 'moga', 'covid', 'lekas', 'ekonomi', 'pulih']",sehatsehat mas moga covid lekas ekonomi pulih
"w tu kadang suka ketawa ngeliat org Indo yg ngetwit dgn nada2 seolah SG salah/kelabakan menangani covid, smntr dianya gatau keseharian di SG, stay jg di Indo, yg juga nggak lebih baik dlm penanganan covid.tp yaudahlah ya, biarin aja kalo bs bikin dia feel better, kasian",0.0,-2,w tu kadang suka ketawa ngeliat org indo yg ngetwit dgn nada seolah sg salahkelabakan menangani covid smntr dianya gatau keseharian di sg stay jg di indo yg juga nggak lebih baik dlm penanganan covidtp yaudahlah ya biarin aja kalo bs bikin dia feel better kasian,"['w', 'tu', 'kadang', 'suka', 'ketawa', 'ngeliat', 'org', 'indo', 'yg', 'ngetwit', 'dgn', 'nada', 'seolah', 'sg', 'salahkelabakan', 'menangani', 'covid', 'smntr', 'dianya', 'gatau', 'keseharian', 'di', 'sg', 'stay', 'jg', 'di', 'indo', 'yg', 'juga', 'nggak', 'lebih', 'baik', 'dlm', 'penanganan', 'covidtp', 'yaudahlah', 'ya', 'biarin', 'aja', 'kalo', 'bs', 'bikin', 'dia', 'feel', 'better', 'kasian']","['w', 'tu', 'kadang', 'suka', 'ketawa', 'ngeliat', 'org', 'indo', 'yg', 'ngetwit', 'dgn', 'nada', 'sg', 'salahkelabakan', 'menangani', 'covid', 'smntr', 'dianya', 'gatau', 'keseharian', 'sg', 'stay', 'jg', 'indo', 'yg', 'nggak', 'dlm', 'penanganan', 'covidtp', 'yaudahlah', 'ya', 'biarin', 'aja', 'kalo', 'bs', 'bikin', 'feel', 'better', 'kasian']","['w', 'tu', 'kadang', 'suka', 'ketawa', 'ngeliat', 'org', 'indo', 'yg', 'ngetwit', 'dgn', 'nada', 'sg', 'salahkelabakan', 'tangan', 'covid', 'smntr', 'dia', 'gatau', 'hari', 'sg', 'stay', 'jg', 'indo', 'yg', 'nggak', 'dlm', 'tangan', 'covidtp', 'yaudahlah', 'ya', 'biarin', 'aja', 'kalo', 'bs', 'bikin', 'feel', 'better', 'kasi']",w tu kadang suka ketawa ngeliat org indo yg ngetwit dgn nada sg salahkelabakan tangan covid smntr dia gatau hari sg stay jg indo yg nggak dlm tangan covidtp yaudahlah ya biarin aja kalo bs bikin feel better kasi
"Di tengah masa darurat COVID-19, KUA Tamalate, Makassar tetap memberikan layanan menikahkan pasangan suami-istri di kantornya.",1.0,2,di tengah masa darurat covid kua tamalate makassar tetap memberikan layanan menikahkan pasangan suamiistri di kantornya,"['di', 'tengah', 'masa', 'darurat', 'covid', 'kua', 'tamalate', 'makassar', 'tetap', 'memberikan', 'layanan', 'menikahkan', 'pasangan', 'suamiistri', 'di', 'kantornya']","['darurat', 'covid', 'kua', 'tamalate', 'makassar', 'layanan', 'menikahkan', 'pasangan', 'suamiistri', 'kantornya']","['darurat', 'covid', 'kua', 'tamalate', 'makassar', 'layan', 'nikah', 'pasang', 'suamiistri', 'kantor']",darurat covid kua tamalate makassar layan nikah pasang suamiistri kantor
Kerjasama Pengadaan Obat COVID-19 Indonesia dengan Jepang dan India - Pusat Siaran Pers Indonesia -,1.0,2,kerjasama pengadaan obat covid indonesia dengan jepang dan india  pusat siaran pers indonesia ,"['kerjasama', 'pengadaan', 'obat', 'covid', 'indonesia', 'dengan', 'jepang', 'dan', 'india', 'pusat', 'siaran', 'pers', 'indonesia']","['kerjasama', 'pengadaan', 'obat', 'covid', 'indonesia', 'jepang', 'india', 'pusat', 'siaran', 'pers', 'indonesia']","['kerjasama', 'ada', 'obat', 'covid', 'indonesia', 'jepang', 'india', 'pusat', 'siar', 'pers', 'indonesia']",kerjasama ada obat covid indonesia jepang india pusat siar pers indonesia
Covid-19: 224 anggota KKM positif setakat 10 April 2020,0.0,-1,covid  anggota kkm positif setakat  april ,"['covid', 'anggota', 'kkm', 'positif', 'setakat', 'april']","['covid', 'anggota', 'kkm', 'positif', 'setakat', 'april']","['covid', 'anggota', 'kkm', 'positif', 'takat', 'april']",covid anggota kkm positif takat april
Operasi Nyahkuman Di Sekitar Pekan Simunjan Cegah Penularan Covid-19. Dapatkan Berita Penuh Di FB :,1.0,1,operasi nyahkuman di sekitar pekan simunjan cegah penularan covid dapatkan berita penuh di fb ,"['operasi', 'nyahkuman', 'di', 'sekitar', 'pekan', 'simunjan', 'cegah', 'penularan', 'covid', 'dapatkan', 'berita', 'penuh', 'di', 'fb']","['operasi', 'nyahkuman', 'pekan', 'simunjan', 'cegah', 'penularan', 'covid', 'dapatkan', 'berita', 'penuh', 'fb']","['operasi', 'nyahkuman', 'pekan', 'simunjan', 'cegah', 'tular', 'covid', 'dapat', 'berita', 'penuh', 'fb']",operasi nyahkuman pekan simunjan cegah tular covid dapat berita penuh fb
Penumpang Gelap Bernama Covid-19,0.0,-2,penumpang gelap bernama covid,"['penumpang', 'gelap', 'bernama', 'covid']","['penumpang', 'gelap', 'bernama', 'covid']","['tumpang', 'gelap', 'nama', 'covid']",tumpang gelap nama covid
"Patroli Dialogis personil Polsek palu utara melaksanaka giat patroli himbauan dan bagi selebaran maklumat Kapolri tentang bahaya dan cara menangkal penyebaran Wabah Virus Corona atau covid-19 di swalayan,pasar dan spbu,Kegiatan ini rutin dilakukan oleh Polsek Palu utara",1.0,1,patroli dialogis personil polsek palu utara melaksanaka giat patroli himbauan dan bagi selebaran maklumat kapolri tentang bahaya dan cara menangkal penyebaran wabah virus corona atau covid di swalayanpasar dan spbukegiatan ini rutin dilakukan oleh polsek palu utara,"['patroli', 'dialogis', 'personil', 'polsek', 'palu', 'utara', 'melaksanaka', 'giat', 'patroli', 'himbauan', 'dan', 'bagi', 'selebaran', 'maklumat', 'kapolri', 'tentang', 'bahaya', 'dan', 'cara', 'menangkal', 'penyebaran', 'wabah', 'virus', 'corona', 'atau', 'covid', 'di', 'swalayanpasar', 'dan', 'spbukegiatan', 'ini', 'rutin', 'dilakukan', 'oleh', 'polsek', 'palu', 'utara']","['patroli', 'dialogis', 'personil', 'polsek', 'palu', 'utara', 'melaksanaka', 'giat', 'patroli', 'himbauan', 'selebaran', 'maklumat', 'kapolri', 'bahaya', 'menangkal', 'penyebaran', 'wabah', 'virus', 'corona', 'covid', 'swalayanpasar', 'spbukegiatan', 'rutin', 'polsek', 'palu', 'utara']","['patroli', 'dialogis', 'personil', 'polsek', 'palu', 'utara', 'melaksanaka', 'giat', 'patroli', 'himbauan', 'selebaran', 'maklumat', 'kapolri', 'bahaya', 'tangkal', 'sebar', 'wabah', 'virus', 'corona', 'covid', 'swalayanpasar', 'spbukegiatan', 'rutin', 'polsek', 'palu', 'utara']",patroli dialogis personil polsek palu utara melaksanaka giat patroli himbauan selebaran maklumat kapolri bahaya tangkal sebar wabah virus corona covid swalayanpasar spbukegiatan rutin polsek palu utara
UPDATE tanggal 11 April 2020: Indonesia mengumumkan 330 Orang kasus baru COVID-19  Total: 3.842 Orang Dalam perawatan: 3.229 Orang Sembuh: 286 Orang (+4) Meninggal dunia: 327 Orang (+21),0.0,1,update tanggal  april  indonesia mengumumkan  orang kasus baru covid  total  orang dalam perawatan  orang sembuh  orang  meninggal dunia  orang ,"['update', 'tanggal', 'april', 'indonesia', 'mengumumkan', 'orang', 'kasus', 'baru', 'covid', 'total', 'orang', 'dalam', 'perawatan', 'orang', 'sembuh', 'orang', 'meninggal', 'dunia', 'orang']","['update', 'tanggal', 'april', 'indonesia', 'mengumumkan', 'orang', 'covid', 'total', 'orang', 'perawatan', 'orang', 'sembuh', 'orang', 'meninggal', 'dunia', 'orang']","['update', 'tanggal', 'april', 'indonesia', 'umum', 'orang', 'covid', 'total', 'orang', 'awat', 'orang', 'sembuh', 'orang', 'tinggal', 'dunia', 'orang']",update tanggal april indonesia umum orang covid total orang awat orang sembuh orang tinggal dunia orang
"jokowi: Pembatasan sosial dan protokol kesehatan yang ketat sudah kita terapkan untuk mengendalikan penyebaran Covid-19. Sementara, untuk mengurangi dampak perekonomian yang mengikutinya, pemerintah mengeluarkan paket insentif ekonomi: untuk warga,",1.0,1,jokowi pembatasan sosial dan protokol kesehatan yang ketat sudah kita terapkan untuk mengendalikan penyebaran covid sementara untuk mengurangi dampak perekonomian yang mengikutinya pemerintah mengeluarkan paket insentif ekonomi untuk warga,"['jokowi', 'pembatasan', 'sosial', 'dan', 'protokol', 'kesehatan', 'yang', 'ketat', 'sudah', 'kita', 'terapkan', 'untuk', 'mengendalikan', 'penyebaran', 'covid', 'sementara', 'untuk', 'mengurangi', 'dampak', 'perekonomian', 'yang', 'mengikutinya', 'pemerintah', 'mengeluarkan', 'paket', 'insentif', 'ekonomi', 'untuk', 'warga']","['jokowi', 'pembatasan', 'sosial', 'protokol', 'kesehatan', 'ketat', 'terapkan', 'mengendalikan', 'penyebaran', 'covid', 'mengurangi', 'dampak', 'perekonomian', 'mengikutinya', 'pemerintah', 'mengeluarkan', 'paket', 'insentif', 'ekonomi', 'warga']","['jokowi', 'batas', 'sosial', 'protokol', 'sehat', 'ketat', 'terap', 'kendali', 'sebar', 'covid', 'kurang', 'dampak', 'ekonomi', 'ikut', 'perintah', 'keluar', 'paket', 'insentif', 'ekonomi', 'warga']",jokowi batas sosial protokol sehat ketat terap kendali sebar covid kurang dampak ekonomi ikut perintah keluar paket insentif ekonomi warga
"Ada 349 Posko Covid-19 Berdiri di Sidoarjo, Dilengkapi Fasilitas Alat Kesehatan dan APD",1.0,1,ada  posko covid berdiri di sidoarjo dilengkapi fasilitas alat kesehatan dan apd,"['ada', 'posko', 'covid', 'berdiri', 'di', 'sidoarjo', 'dilengkapi', 'fasilitas', 'alat', 'kesehatan', 'dan', 'apd']","['posko', 'covid', 'berdiri', 'sidoarjo', 'dilengkapi', 'fasilitas', 'alat', 'kesehatan', 'apd']","['posko', 'covid', 'diri', 'sidoarjo', 'lengkap', 'fasilitas', 'alat', 'sehat', 'apd']",posko covid diri sidoarjo lengkap fasilitas alat sehat apd
"Ketika dapet obat methylprednisolone dan cefixime. Ingin rasanya tidak minum itu tapi dokter langsung bilang ""Minumnya de biar cespleng, wayahna bisi disangka covid mun gohgoy wae. Jangan lupa minum air anget kalo bisa 2,5 - 3 L"". Akhirnya minum obat dewa dan bom itu ",0.0,-1,ketika dapet obat methylprednisolone dan cefixime ingin rasanya tidak minum itu tapi dokter langsung bilang minumnya de biar cespleng wayahna bisi disangka covid mun gohgoy wae jangan lupa minum air anget kalo bisa    l akhirnya minum obat dewa dan bom itu ,"['ketika', 'dapet', 'obat', 'methylprednisolone', 'dan', 'cefixime', 'ingin', 'rasanya', 'tidak', 'minum', 'itu', 'tapi', 'dokter', 'langsung', 'bilang', 'minumnya', 'de', 'biar', 'cespleng', 'wayahna', 'bisi', 'disangka', 'covid', 'mun', 'gohgoy', 'wae', 'jangan', 'lupa', 'minum', 'air', 'anget', 'kalo', 'bisa', 'l', 'akhirnya', 'minum', 'obat', 'dewa', 'dan', 'bom', 'itu']","['dapet', 'obat', 'methylprednisolone', 'cefixime', 'minum', 'dokter', 'langsung', 'bilang', 'minumnya', 'de', 'biar', 'cespleng', 'wayahna', 'bisi', 'disangka', 'covid', 'mun', 'gohgoy', 'wae', 'lupa', 'minum', 'air', 'anget', 'kalo', 'l', 'minum', 'obat', 'dewa', 'bom']","['dapet', 'obat', 'methylprednisolone', 'cefixime', 'minum', 'dokter', 'langsung', 'bilang', 'minum', 'de', 'biar', 'cespleng', 'wayahna', 'bis', 'sangka', 'covid', 'mun', 'gohgoy', 'wae', 'lupa', 'minum', 'air', 'anget', 'kalo', 'l', 'minum', 'obat', 'dewa', 'bom']",dapet obat methylprednisolone cefixime minum dokter langsung bilang minum de biar cespleng wayahna bis sangka covid mun gohgoy wae lupa minum air anget kalo l minum obat dewa bom
Sobat KUKM tahukah anda bahwa Rapat Anggota Koperasi dapat dilaksanakan melalui media online maupun secara tertulis? Di saat maraknya penyebaran Virus Covid-19 ini Koperasi tetap dapat melaksanakan RAT dengan secara,0.0,1,sobat kukm tahukah anda bahwa rapat anggota koperasi dapat dilaksanakan melalui media online maupun secara tertulis di saat maraknya penyebaran virus covid ini koperasi tetap dapat melaksanakan rat dengan secara,"['sobat', 'kukm', 'tahukah', 'anda', 'bahwa', 'rapat', 'anggota', 'koperasi', 'dapat', 'dilaksanakan', 'melalui', 'media', 'online', 'maupun', 'secara', 'tertulis', 'di', 'saat', 'maraknya', 'penyebaran', 'virus', 'covid', 'ini', 'koperasi', 'tetap', 'dapat', 'melaksanakan', 'rat', 'dengan', 'secara']","['sobat', 'kukm', 'tahukah', 'rapat', 'anggota', 'koperasi', 'dilaksanakan', 'media', 'online', 'tertulis', 'maraknya', 'penyebaran', 'virus', 'covid', 'koperasi', 'melaksanakan', 'rat']","['sobat', 'kukm', 'tahu', 'rapat', 'anggota', 'koperasi', 'laksana', 'media', 'online', 'tulis', 'marak', 'sebar', 'virus', 'covid', 'koperasi', 'laksana', 'rat']",sobat kukm tahu rapat anggota koperasi laksana media online tulis marak sebar virus covid koperasi laksana rat
EGOIS Bgm kondisi terkini negara adidaya AS stlh diserang virus corona? Rupanya pmerintah AS smkin mmprlihatkan wjh asli. Sikap egois bgitu nyta ditunjukkan bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi COVID-19. ,0.0,-2,egois bgm kondisi terkini negara adidaya as stlh diserang virus corona rupanya pmerintah as smkin mmprlihatkan wjh asli sikap egois bgitu nyta ditunjukkan bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi covid ,"['egois', 'bgm', 'kondisi', 'terkini', 'negara', 'adidaya', 'as', 'stlh', 'diserang', 'virus', 'corona', 'rupanya', 'pmerintah', 'as', 'smkin', 'mmprlihatkan', 'wjh', 'asli', 'sikap', 'egois', 'bgitu', 'nyta', 'ditunjukkan', 'bhkn', 'kpd', 'negara', 'tetangga', 'yg', 'tlh', 'brjasa', 'mnyelamatkannya', 'dr', 'msa', 'sulit', 'akibat', 'pandemi', 'covid']","['egois', 'bgm', 'kondisi', 'terkini', 'negara', 'adidaya', 'as', 'stlh', 'diserang', 'virus', 'corona', 'pmerintah', 'as', 'smkin', 'mmprlihatkan', 'wjh', 'asli', 'sikap', 'egois', 'bgitu', 'nyta', 'bhkn', 'kpd', 'negara', 'tetangga', 'yg', 'tlh', 'brjasa', 'mnyelamatkannya', 'dr', 'msa', 'sulit', 'akibat', 'pandemi', 'covid']","['egois', 'bgm', 'kondisi', 'kini', 'negara', 'adidaya', 'as', 'stlh', 'serang', 'virus', 'corona', 'pmerintah', 'as', 'smkin', 'mmprlihatkan', 'wjh', 'asli', 'sikap', 'egois', 'bgitu', 'nyta', 'bhkn', 'kpd', 'negara', 'tetangga', 'yg', 'tlh', 'brjasa', 'mnyelamatkannya', 'dr', 'msa', 'sulit', 'akibat', 'pandemi', 'covid']",egois bgm kondisi kini negara adidaya as stlh serang virus corona pmerintah as smkin mmprlihatkan wjh asli sikap egois bgitu nyta bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi covid
punya teman yang usahanya terdampak covid dan PSBB? mungkin ini bisa membantu,0.0,-1,punya teman yang usahanya terdampak covid dan psbb mungkin ini bisa membantu,"['punya', 'teman', 'yang', 'usahanya', 'terdampak', 'covid', 'dan', 'psbb', 'mungkin', 'ini', 'bisa', 'membantu']","['teman', 'usahanya', 'terdampak', 'covid', 'psbb', 'membantu']","['teman', 'usaha', 'dampak', 'covid', 'psbb', 'bantu']",teman usaha dampak covid psbb bantu
"Gara-gara tiap hari baca berita ttg Covid-19, pas mau search lagu kesukaan di google yg terketik secara refleks malah ""Covid""/ Mau nge wa temen, yg ke ketik malah ""Covid"" bukannya nama temen gua. Mau revisi judul artikel, lagi2 refleks ngetik ""covid"". covid-19 haunts me ",-1.0,-2,garagara tiap hari baca berita ttg covid pas mau search lagu kesukaan di google yg terketik secara refleks malah covid mau nge wa temen yg ke ketik malah covid bukannya nama temen gua mau revisi judul artikel lagi refleks ngetik covid covid haunts me ,"['garagara', 'tiap', 'hari', 'baca', 'berita', 'ttg', 'covid', 'pas', 'mau', 'search', 'lagu', 'kesukaan', 'di', 'google', 'yg', 'terketik', 'secara', 'refleks', 'malah', 'covid', 'mau', 'nge', 'wa', 'temen', 'yg', 'ke', 'ketik', 'malah', 'covid', 'bukannya', 'nama', 'temen', 'gua', 'mau', 'revisi', 'judul', 'artikel', 'lagi', 'refleks', 'ngetik', 'covid', 'covid', 'haunts', 'me']","['garagara', 'baca', 'berita', 'ttg', 'covid', 'pas', 'search', 'lagu', 'kesukaan', 'google', 'yg', 'terketik', 'refleks', 'covid', 'nge', 'wa', 'temen', 'yg', 'ketik', 'covid', 'nama', 'temen', 'gua', 'revisi', 'judul', 'artikel', 'refleks', 'ngetik', 'covid', 'covid', 'haunts', 'me']","['garagara', 'baca', 'berita', 'ttg', 'covid', 'pas', 'search', 'lagu', 'suka', 'google', 'yg', 'ketik', 'refleks', 'covid', 'nge', 'wa', 'temen', 'yg', 'ketik', 'covid', 'nama', 'temen', 'gua', 'revisi', 'judul', 'artikel', 'refleks', 'ngetik', 'covid', 'covid', 'haunts', 'me']",garagara baca berita ttg covid pas search lagu suka google yg ketik refleks covid nge wa temen yg ketik covid nama temen gua revisi judul artikel refleks ngetik covid covid haunts me
"Tolong kuarantin ""kluster kayangan"" disini...biar malam2 mimpi kena kusta covid",-1.0,-1,tolong kuarantin kluster kayangan disinibiar malam mimpi kena kusta covid,"['tolong', 'kuarantin', 'kluster', 'kayangan', 'disinibiar', 'malam', 'mimpi', 'kena', 'kusta', 'covid']","['tolong', 'kuarantin', 'kluster', 'kayangan', 'disinibiar', 'malam', 'mimpi', 'kena', 'kusta', 'covid']","['tolong', 'kuarantin', 'kluster', 'kayangan', 'disinibiar', 'malam', 'mimpi', 'kena', 'kusta', 'covid']",tolong kuarantin kluster kayangan disinibiar malam mimpi kena kusta covid
Yess... Aku bahkan kmren priksanya ke rs yg nampung pasien covid tp ttep hati2 sih jaga jarak cuci tangan dst.,1.0,1,yess aku bahkan kmren priksanya ke rs yg nampung pasien covid tp ttep hati sih jaga jarak cuci tangan dst,"['yess', 'aku', 'bahkan', 'kmren', 'priksanya', 'ke', 'rs', 'yg', 'nampung', 'pasien', 'covid', 'tp', 'ttep', 'hati', 'sih', 'jaga', 'jarak', 'cuci', 'tangan', 'dst']","['yess', 'kmren', 'priksanya', 'rs', 'yg', 'nampung', 'pasien', 'covid', 'tp', 'ttep', 'hati', 'sih', 'jaga', 'jarak', 'cuci', 'tangan', 'dst']","['yess', 'kmren', 'priksanya', 'rs', 'yg', 'nampung', 'pasien', 'covid', 'tp', 'ttep', 'hati', 'sih', 'jaga', 'jarak', 'cuci', 'tangan', 'dst']",yess kmren priksanya rs yg nampung pasien covid tp ttep hati sih jaga jarak cuci tangan dst
Komsos Babinsa Gubeng Edukasi Warga Cegah Penyebaran Covid-19,1.0,2,komsos babinsa gubeng edukasi warga cegah penyebaran covid,"['komsos', 'babinsa', 'gubeng', 'edukasi', 'warga', 'cegah', 'penyebaran', 'covid']","['komsos', 'babinsa', 'gubeng', 'edukasi', 'warga', 'cegah', 'penyebaran', 'covid']","['komsos', 'babinsa', 'gubeng', 'edukasi', 'warga', 'cegah', 'sebar', 'covid']",komsos babinsa gubeng edukasi warga cegah sebar covid
